monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,region,age,missing_parking,f_minimart,f_gymnasium,f_security,f_playground,f_swimming_pool,f_parking,f_lift,f_barbeque_area,f_multipurpose_hall,f_jogging_track,f_squash_court,f_sauna,f_club_house,f_tennis_court,missing_facilities,a_air_cond,a_cooking_allowed,a_washing_machine,a_near_ktm_lrt,a_internet,missing_amenities
1900,2000.0,1650.0,1,1,1,653,2,1,5,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
3600,1500.0,1600.0,3,2,3,1569,2,1,18,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
5500,1600.0,1600.0,4,2,2,1910,2,1,14,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1
1500,1780.0,1600.0,3,1,2,1062,1,1,14,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1400,1550.0,1600.0,3,1,2,950,2,1,23,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
1100,1500.0,1600.0,3,1,2,962,0,1,17,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0
2200,1850.0,1600.0,4,2,2,1184,2,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0
1700,1900.0,1250.0,3,1,2,770,2,1,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
1400,1780.0,1600.0,3,1,2,1007,2,1,14,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1550,1500.0,1650.0,3,1,2,980,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1500,1850.0,1600.0,3,1,2,1100,1,1,5,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
2300,2800.0,1650.0,2,1,1,648,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2800,1700.0,1600.0,3,2,2,1442,1,1,7,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0
1000,1800.0,1250.0,2,1,2,750,0,1,24,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2500,1700.0,1600.0,3,1,2,1200,2,1,28,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0
7000,3700.0,1650.0,3,2,3,1600,2,1,5,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0
1800,2000.0,1650.0,1,1,1,320,2,1,6,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1550,1600.0,1250.0,3,1,2,810,1,1,4,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
1900,1550.0,1600.0,3,2,2,950,1,1,3,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1
1900,2050.0,1650.0,2,1,2,742,2,1,17,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0
1650,2000.0,1650.0,3,1,2,980,1,1,11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
1400,1550.0,1600.0,3,1,2,755,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2000,1550.0,1600.0,2,2,2,893,1,1,-1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0
2200,1850.0,1600.0,4,2,2,1184,2,1,4,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0
2500,2200.0,1650.0,2,1,1,850,2,1,11,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1
1400,1700.0,1600.0,3,1,2,1017,2,1,29,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
2800,3700.0,1650.0,1,1,2,800,2,1,11,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0
2300,1850.0,1600.0,3,2,2,1050,2,1,5,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
1599,1700.0,1600.0,3,1,2,938,2,1,24,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0
2700,1900.0,1650.0,4,2,2,980,2,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
2200,1900.0,1600.0,3,1,2,1500,1,1,23,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1800,1780.0,1650.0,2,1,2,906,1,1,6,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0
1300,1550.0,1650.0,3,2,2,1050,1,1,7,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
2500,1800.0,1650.0,4,1,2,850,2,1,6,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1200,1780.0,1600.0,3,1,2,1400,0,1,14,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3300,2000.0,1650.0,3,2,3,1302,1,1,3,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0
2500,1800.0,1650.0,4,1,2,890,2,1,6,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0
1700,1700.0,1600.0,3,1,2,935,2,1,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0
1200,1500.0,1650.0,3,2,2,1027,0,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
1800,1700.0,1600.0,3,2,2,980,1,1,13,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2000,1700.0,1600.0,3,2,2,1200,2,1,36,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0
1300,1500.0,1650.0,3,1,2,900,0,1,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
2650,3700.0,1600.0,1,1,2,969,2,1,13,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0
2500,1550.0,1650.0,3,2,2,1100,2,1,9,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
1400,1550.0,1650.0,3,2,2,1050,1,1,7,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
3000,1900.0,1600.0,3,1,2,1250,2,1,17,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1500,1550.0,1600.0,4,2,3,1546,1,1,15,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
2500,1700.0,1650.0,3,1,2,884,2,1,8,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0
1500,1800.0,1600.0,3,1,2,850,2,1,10,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
2300,2000.0,1650.0,2,1,2,850,2,1,6,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
3500,2500.0,1600.0,4,3,3,1400,2,1,5,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0
1500,1700.0,1600.0,3,1,2,1100,2,1,29,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
800,1700.0,1600.0,1,1,1,350,2,1,3,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0
2200,1700.0,1650.0,3,2,2,864,1,1,3,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0
1699,1800.0,1650.0,2,1,2,808,1,1,6,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1
1400,1550.0,1600.0,3,1,2,755,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1699,1800.0,1600.0,4,2,3,1268,2,1,10,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0
2500,1550.0,1600.0,4,2,2,1000,2,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0
2400,2000.0,1600.0,3,2,2,1300,1,1,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
1500,1780.0,1600.0,3,2,2,1062,1,1,14,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1600,1800.0,1250.0,3,1,2,930,2,1,18,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
600,1900.0,1600.0,4,1,2,1246,2,1,17,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0
450,1900.0,1600.0,4,1,2,1246,2,1,17,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0
3000,3300.0,1600.0,2,1,2,1080,2,1,27,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0
3500,3300.0,1600.0,3,1,2,1280,2,1,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
1400,1500.0,1650.0,3,1,2,850,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1300,1500.0,1650.0,3,1,2,850,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
2200,1900.0,1600.0,3,1,3,1500,1,1,23,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
1500,1600.0,1250.0,3,1,2,810,1,1,4,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0
1600,1500.0,1650.0,3,1,2,850,0,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
1799,1900.0,1250.0,3,1,2,770,2,1,7,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1600,1550.0,1650.0,3,1,2,800,0,1,3,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1
1300,1550.0,1600.0,3,1,2,920,1,1,19,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1100,1600.0,1250.0,3,1,2,850,1,1,4,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2790,1550.0,1650.0,3,2,2,930,2,1,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0
1250,1700.0,1600.0,3,1,2,1200,0,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
2500,1800.0,1600.0,4,2,3,1500,1,1,7,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
2300,1500.0,1600.0,3,2,2,1100,2,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1400,2000.0,1600.0,2,3,1,789,1,1,8,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
1900,2000.0,1600.0,1,1,2,832,0,1,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2000,1900.0,1250.0,4,2,2,850,2,1,7,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2000,1900.0,1250.0,4,2,2,850,2,1,7,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2500,1550.0,1600.0,3,2,2,850,2,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0
1400,1550.0,1650.0,2,2,2,650,0,1,3,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2500,1550.0,1600.0,4,2,2,1000,2,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1
2300,2800.0,1650.0,2,1,1,650,2,1,7,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0
1600,1600.0,1600.0,1,1,1,500,2,1,17,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1
2000,1550.0,1600.0,3,1,2,850,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1
2800,3700.0,1650.0,1,1,2,800,2,1,11,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0
2000,1550.0,1600.0,3,2,2,850,2,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0
2500,1550.0,1600.0,3,2,2,850,2,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0
1499,1800.0,1650.0,3,2,2,1002,1,1,5,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
3300,3000.0,1600.0,2,1,2,1347,2,1,19,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0
1588,1700.0,1600.0,3,2,2,958,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1300,1700.0,1600.0,3,2,2,958,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1500,1700.0,1600.0,4,1,2,1272,1,1,16,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0
1600,1600.0,1200.0,1,1,1,450,2,1,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0
1400,1500.0,1250.0,3,1,2,850,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1700,1900.0,1600.0,4,1,3,1267,1,1,14,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1800,1550.0,1600.0,3,1,2,850,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
4200,1600.0,1600.0,3,2,2,1360,2,1,5,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1
1300,1700.0,1600.0,3,2,2,800,2,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
2000,1550.0,1650.0,2,1,1,891,1,1,7,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0
1800,1700.0,1600.0,2,2,2,855,2,1,7,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
2200,1780.0,1650.0,3,2,2,1087,2,1,6,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0
2800,2200.0,1600.0,3,2,3,1610,2,1,8,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1
1450,1500.0,1650.0,3,1,2,900,1,1,4,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1
1250,1500.0,1600.0,3,1,2,1100,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3500,2000.0,1250.0,3,1,2,950,2,1,4,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0
1350,1500.0,1600.0,3,1,2,800,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1600,1600.0,1250.0,3,1,2,810,1,1,4,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
1300,1600.0,1250.0,3,1,2,810,0,1,4,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1
2000,1850.0,1600.0,3,2,2,1184,1,1,4,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1
2000,1800.0,1600.0,3,1,2,1200,2,1,8,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0
1950,1700.0,1650.0,3,2,2,1200,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1550,1500.0,1600.0,3,1,2,1200,2,1,10,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
1600,1500.0,1600.0,3,1,2,1016,1,1,18,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
3300,3700.0,1650.0,3,1,3,1500,2,1,16,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
1450,2000.0,1600.0,2,1,2,1100,1,1,9,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
1500,1700.0,1600.0,3,1,2,918,1,1,27,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1
1800,1700.0,1600.0,4,1,2,1150,2,1,29,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1600,1550.0,1650.0,2,1,2,650,2,1,3,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1
2400,1700.0,1600.0,3,2,2,1100,2,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1700,1550.0,1600.0,3,2,2,850,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0
1450,1550.0,1650.0,2,1,2,650,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0
2700,1500.0,1600.0,3,2,3,1200,2,1,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1600,1700.0,1600.0,2,1,2,885,2,1,7,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0
2100,1900.0,1650.0,3,1,2,940,2,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1500,1800.0,1650.0,3,1,2,900,1,1,7,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
2400,1800.0,1600.0,3,2,2,1100,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
1500,1900.0,1650.0,3,1,2,940,1,1,5,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1
1500,1800.0,1650.0,2,1,2,725,2,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
2200,1850.0,1600.0,4,2,2,1184,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0
1300,1500.0,1650.0,2,1,2,650,1,1,4,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
1600,1500.0,1650.0,3,1,2,819,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0
1600,1550.0,1650.0,3,1,2,819,0,1,3,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0
1500,1900.0,1650.0,3,2,2,842,1,1,5,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1
1500,1500.0,1600.0,2,1,1,580,1,1,3,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1
1998,1800.0,1600.0,3,1,2,1100,2,1,11,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0
2500,1900.0,1600.0,3,1,2,1100,2,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1300,1550.0,1650.0,2,1,2,650,0,1,3,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1800,1600.0,1650.0,1,1,1,486,2,1,6,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1800,1700.0,1250.0,2,2,2,875,2,1,9,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0
1350,1700.0,1650.0,2,2,2,731,1,1,9,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0
3100,3300.0,1600.0,3,2,2,1900,1,1,20,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1999,3700.0,1200.0,1,1,1,615,2,1,18,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0
4000,2200.0,1600.0,4,3,5,3150,2,1,8,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1
1488,1700.0,1600.0,3,2,2,958,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1988,1700.0,1600.0,3,2,2,958,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1500,1500.0,1250.0,3,1,2,1100,1,1,18,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
1900,1900.0,1250.0,3,1,2,770,2,1,7,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2300,1850.0,1600.0,4,2,2,1184,2,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
1712,1550.0,1600.0,2,2,3,850,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0
2000,1850.0,1600.0,1,1,1,775,1,1,27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0
1600,1700.0,1600.0,4,1,2,1272,2,1,18,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
1800,1600.0,1600.0,1,1,1,484,2,1,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2490,1500.0,1650.0,3,2,2,850,2,1,3,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0
4000,3550.0,1650.0,2,1,2,1399,1,1,8,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0
1850,1500.0,1650.0,3,1,2,850,1,1,3,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0
2200,1550.0,1650.0,3,1,2,936,2,1,11,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
2400,1550.0,1600.0,3,2,2,850,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0
2800,1700.0,1600.0,4,1,2,1100,1,1,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0
1298,1550.0,1650.0,2,1,2,650,0,1,3,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1400,1550.0,1650.0,2,2,2,650,1,1,3,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2200,1550.0,1600.0,5,1,2,1364,2,1,9,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2000,1550.0,1600.0,3,2,2,1104,2,1,3,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0
4000,1600.0,1600.0,3,2,3,1360,2,1,5,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0
2000,1600.0,1600.0,3,1,2,810,2,1,4,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
1100,1600.0,1250.0,3,1,2,850,1,1,4,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4500,3700.0,1600.0,4,2,3,1200,2,1,13,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
1400,1700.0,1600.0,3,1,2,800,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1400,1700.0,1600.0,3,1,2,800,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1700,1800.0,1650.0,1,1,1,640,2,1,9,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
1800,1500.0,1650.0,4,1,3,1027,1,1,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
1400,1550.0,1600.0,3,1,2,1100,1,1,28,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1800,1550.0,1600.0,3,1,2,1109,2,1,28,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
2100,1800.0,1600.0,4,1,2,1300,2,1,12,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
2000,2000.0,1600.0,1,1,1,440,2,1,9,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
2500,2000.0,1650.0,2,1,2,890,2,1,9,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
1700,1800.0,1650.0,1,1,1,705,2,1,9,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0
1600,1800.0,1650.0,1,1,1,640,2,1,9,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
1600,1800.0,1650.0,1,1,1,540,2,1,9,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
1500,1800.0,1650.0,1,1,1,520,2,1,9,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0
2200,1800.0,1650.0,2,2,2,950,2,1,9,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
2200,1800.0,1650.0,2,1,2,850,2,1,9,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
2500,1800.0,1600.0,4,2,3,1264,2,1,9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1300,1700.0,1600.0,3,1,2,800,1,1,3,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0
2300,1900.0,1650.0,4,1,2,940,2,1,5,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0
1799,1900.0,1250.0,3,1,2,770,2,1,7,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1600,1600.0,1250.0,1,1,1,450,2,1,5,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2200,2800.0,1650.0,2,1,1,600,2,1,7,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
1600,1600.0,1250.0,1,1,1,450,2,1,5,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0
3000,1900.0,1600.0,3,1,2,1250,2,1,17,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
